,tempo,deslocamento,velocidade,aceleração
0,0.0,0.0,0.0,0.0
1,0.5,0.10049336703843341,0.545455230823222,1.8717841532525514
2,1.0,0.6069665739851791,1.4131062937662249,1.0701697002817594
3,1.5,1.3292259531254251,1.2443393036743637,-1.878862687275364
4,2.0,1.6022612858007268,-0.30163501939155646,-3.8440562185937814
5,2.5,0.9922281175398766,-2.022415969168836,-2.427863352439882
6,3.0,-0.1679796362313586,-2.321838177473099,1.3540497739681787
7,3.5,-1.0152038710945461,-0.8707447519316875,3.9264076488661885
8,4.0,-0.9667449232176032,0.967957997637056,2.7652009172517555
9,4.5,-0.28744669195827643,1.4598538103017598,-0.9242919709325016
10,5.0,0.1888307255993567,0.26464151024975546,-3.299478662068345
11,5.5,-0.06942111256171513,-1.171362388656483,-1.7609151713013982
12,6.0,-0.7076137888773121,-1.0649540390303847,2.2789957513884462
13,6.5,-0.8120980080472335,0.8255045599022535,4.637057660982147
14,7.0,0.1394115287186427,2.8072609823392227,2.5082650098734693
15,7.5,1.64707004103771,2.824742513526986,-2.578072241237217
16,8.0,2.544722820536889,0.5025641785729706,-6.026151372276592
17,8.5,2.048588773308428,-2.363323210026348,-4.543631301983947
18,9.0,0.5037680034994125,-3.409089565091055,0.6330554617802171
19,9.5,-0.9018921152875372,-1.888980560604192,4.854835694314413
20,10.0,-1.198892806229772,0.6635761605496944,4.476212658998752
21,10.5,-0.4664438068379253,1.9355509924094245,0.28143766521210045
22,11.0,0.34576453616640934,1.0298480622987158,-3.403386337180829
23,11.5,0.4008480553137083,-0.7708412855927953,-2.999468608389222
24,12.0,-0.21219603168483664,-1.376627929315474,0.8674636048846109
25,12.5,-0.6203882267912569,-0.007560421123900207,4.106358005356395
26,13.0,-0.0949097451995935,2.038718675252751,3.2904736226852918
27,13.5,1.1722911316322533,2.696141221043683,-0.9507974010010329
28,14.0,2.21272503374571,1.1843506707948723,-4.60634806796576
29,14.5,2.1926421044916293,-1.2318824939698012,-4.275665362839619
30,15.0,1.1853602136321393,-2.4966203889551575,-0.46417110244043025
31,15.5,0.05740428910423345,-1.7436981593025722,3.058463408440022
32,16.0,-0.3858930944408769,-0.03277173979423531,3.095056117715159
33,16.5,-0.12587583572838767,0.83997780618703,0.1433048679516581
34,17.0,0.17990122497625305,0.19565854620476253,-2.303693459190982
35,17.5,-0.014563057712545513,-0.9034591709883794,-1.4771055703100469
36,18.0,-0.5202121602216967,-0.864018780472999,1.7725870406867223
37,18.5,-0.6072175889862976,0.6748599968231589,3.8649196094496308
38,19.0,0.1861822105719093,2.3656884872558255,2.237221764380067
39,19.5,1.4785646825042968,2.4792326309483506,-1.9038351549693502
40,20.0,2.323988925543485,0.6907911568299527,-4.678222985855744
41,20.5,2.0927723669095615,-1.510086563283781,-3.4085755352910088
42,21.0,1.0756666261355008,-2.240041680893878,0.6473597866132166
43,21.5,0.1951314445696457,-1.0631362992484403,3.512341611956008
44,22.0,0.10271086667902596,0.606043255029667,2.4723254026485297
45,22.5,0.5659262896498354,0.9601780479518007,-1.1821258186985026
46,23.0,0.763337857668777,-0.3428598967502008,-3.453470904413213
47,23.5,0.190127255373023,-1.8076297392746357,-1.7105679086444843
48,24.0,-0.7499361770321454,-1.6185702928222012,2.555080679420846
49,24.5,-1.0880025368588542,0.4599940578995061,5.108297581896619
50,25.0,-0.25231928604579357,2.7242010204713467,3.1679703760246545
51,25.5,1.3043231250189313,3.116798739568908,-1.749778435869437
52,26.0,2.454313410664615,1.2183684634016614,-5.211048240436972
53,26.5,2.4053062326346373,-1.3237410411960888,-4.1433782299910975
54,27.0,1.3979494149898688,-2.363899131955784,0.2058974551637247
55,27.5,0.42122137125512227,-1.286321638219749,3.554061586695909
56,28.0,0.23919953016717438,0.4943990857068561,2.8220312189116363
57,28.5,0.69212371852964,1.026004963512909,-0.8848099359284911
58,29.0,0.9470725556023651,-0.20502623096068162,-3.491877668635066
59,29.5,0.4209961038275505,-1.7850912726212405,-2.111904688434329
60,30.0,-0.5670041529472587,-1.8419068379962702,2.0312569006632915
61,30.5,-1.0757919139815002,0.01974567388162196,4.824659309172198
62,31.0,-0.47562973252540297,2.2618187089660817,3.386633291904628
63,31.5,0.9000004688915381,2.89242006157992,-1.0500266506063705
64,32.0,2.036644258386863,1.4002088181340286,-4.363607969177392
65,32.5,2.175444005979501,-0.7805612395227985,-3.6225975356990956
66,33.0,1.478542721703782,-1.7161782928110263,0.07781151986641888
67,33.5,0.7812052374883278,-0.8621695440507423,2.8357296580836158
68,34.0,0.7084112543389488,0.4951769363601518,1.9397661098523318
69,34.5,1.0617763368616056,0.6553000383883694,-1.413291313668776
70,35.0,1.0910414675374787,-0.6896084656442374,-3.4136536268030753
