,tempo,deslocamento,velocidade,aceleração
0,0.0,0.0,0.0,0.0
1,0.1,0.0008360577111954549,0.024968092234250835,0.4960660157269476
2,0.2,0.006604265665622224,0.09807607771494674,0.9580614682000204
3,0.30000000000000004,0.021901790361423944,0.21453519249970338,1.3587778418892913
4,0.4,0.05071567891164512,0.3669849014316501,1.6741985373173922
5,0.5,0.09618367512384485,0.5458722548102934,1.88467152659761
6,0.6000000000000001,0.16039850617967527,0.739938464528098,1.9758727906899265
7,0.7000000000000001,0.24426523704082603,0.9367894641047914,1.9395160670746008
8,0.8,0.34741876262526916,1.123523341478625,1.7737761602059987
9,0.9,0.4682056544730645,1.2873849086268156,1.4834062640784116
10,1.0,0.6037315305231531,1.4164164159517458,1.079543818449285
11,1.1,0.7499720139406434,1.500073587777014,0.5792137309638039
12,1.2000000000000002,0.901942332233441,1.5297777397135948,0.004551699675892085
13,1.3,1.0539178196742678,1.4993776665528602,-0.618216763882653
14,1.4000000000000001,1.1996951524690158,1.4054991274938475,-1.2599947631312105
15,1.5,1.3328821792372754,1.2477649160040483,-1.8901739268438829
16,1.6,1.4472028000657722,1.0288744503031866,-2.4780732494250914
17,1.7000000000000002,1.5368025612359169,0.754538287499398,-2.994390564043857
18,1.8,1.5965405070183056,0.43326965636492293,-3.412599615591659
19,1.9000000000000001,1.6222533719996504,0.07604171677765104,-3.710228009374422
20,2.0,1.6109793842559568,-0.30417451261658,-3.869956564636968
21,2.1,1.5611307289729015,-0.6929710467874639,-3.8804885663608504
22,2.2,1.4726060144940158,-1.0751374825073259,-3.7371477291698576
23,2.3000000000000003,1.3468367854316163,-1.4353405166063762,-3.4421759022937843
24,2.4000000000000004,1.1867651187111465,-1.7588175208222923,-3.004715107365977
25,2.5,0.9967524831176889,-2.0320524305428296,-2.4404728030359193
26,2.6,0.7824231985896993,-2.243402816002698,-1.771083669448499
27,2.7,0.550448854711363,-2.383649033458013,-1.0231950535460905
28,2.8000000000000003,0.30828280063528435,-2.44643971386227,-0.22731588829221483
29,2.9000000000000004,0.06385617478006919,-2.4286123908295743,0.5835201779277269
30,3.0,-0.1747512067233094,-2.3303735977450826,1.3752180274712293
31,3.1,-0.3996505251642988,-2.155329030501794,2.1141452448918443
32,3.2,-0.6034790136515892,-1.9103610982899135,2.768648648957379
33,3.3000000000000003,-0.7797152828998954,-1.605358069378329,3.310494577287323
34,3.4000000000000004,-0.9229605704591133,-1.252805752991875,3.716167356431197
35,3.5,-1.0291729785669779,-0.8672589389171024,3.967966389982026
36,3.6,-1.0958437723449375,-0.46471535926948154,4.054850998616782
37,3.7,-1.122107323311435,-0.061919489764201474,3.972993169958782
38,3.8000000000000003,-1.1087791933218454,0.32437313803157153,3.726011239272762
39,3.9000000000000004,-1.0583200329034927,0.6781384427776931,3.324871657119303
40,4.0,-0.9747262747099903,0.9847998990952611,2.7874607815830963
41,4.1000000000000005,-0.8633518902063462,1.2318859594617855,2.1378434040586223
42,4.2,-0.7306685985522554,1.409598893091983,1.4052388205557758
43,4.3,-0.5839747304741634,1.5112688773557645,0.6227580642487327
44,4.4,-0.4310653291511697,1.5336721031577056,-0.174043155776622
45,4.5,-0.2798779059071174,1.4771975597863198,-0.9487327040344344
46,4.6000000000000005,-0.138129475522733,1.3458537896903442,-1.665622549705206
47,4.7,-0.012961016471900733,1.147113958950528,-2.2913699006380464
48,4.800000000000001,0.08939469225954998,0.89160476398867,-2.796487655564322
49,4.9,0.1639068099592874,0.5926516716916754,-3.156696446349174
50,5.0,0.20698827936355804,0.2656994583663766,-3.3540571181726113
51,5.1000000000000005,0.21667449683077877,-0.07236731638656924,-3.3778318138758996
52,5.2,0.19273023032161682,-0.40397464689314205,-3.225033489846101
53,5.300000000000001,0.13667931237909725,-0.711647620456529,-2.9006371902710835
54,5.4,0.05175500537145186,-0.9788026113634275,-2.4174411568679854
55,5.5,-0.057227574949672594,-1.1905081562294306,-1.795581207380231
56,5.6000000000000005,-0.18407213701007633,-1.3341806482043506,-1.0617171042405378
57,5.7,-0.3214668836085144,-1.4001835959617712,-0.24792418128905225
58,5.800000000000001,-0.4613041298639179,-1.3823031923641569,0.6096633420483526
59,5.9,-0.5950403502787154,-1.2780781588866823,1.4723997379734715
60,6.0,-0.7140812366742251,-1.0889680525023353,2.3007994961263805
61,6.1000000000000005,-0.8101751101767278,-0.8203511741168803,3.0562611972437868
62,6.2,-0.8757975112404813,-0.4813506008665811,3.70276860890334
63,6.300000000000001,-0.9045100190254128,-0.08449435755010976,4.2084946182334
64,6.4,-0.891277319904335,0.3547769821040856,4.54723741270979
65,6.5,-0.8327282166225451,0.8187352348268138,4.699625219215626
66,6.6000000000000005,-0.7273485759229977,1.288096153076814,4.654035624178055
67,6.7,-0.5755970565023922,1.7428268313406745,4.407187610444466
68,6.800000000000001,-0.37993772028398576,2.1629947285746063,3.96437843987375
69,6.9,-0.14478716875382938,2.529622030347685,3.3393527807495595
70,7.0,0.12362248963928027,2.825508606163919,2.553807364729087
71,7.1000000000000005,0.41745990355179097,3.0359879399782095,1.636550268867664
72,7.2,0.7275815956618684,3.149583083011654,0.6223489652562284
